TIC ID,Researcher,Created At,Status,Source,Verdict,Classification,Transit Depth,SNR,Planet Radius,Orbital Period,Transit Duration,Equilibrium Temp,Stellar Radius,Stellar Temp,Stellar Mag,Full Thesis
141395223,Antigravity,2026-05-04T07:13:26.548Z,Rejected Thesis,Query Stream,,,0.035%,,,,,,,,,"# Rejection Thesis for TIC 141395223    ## Overview  - **TIC ID:** 141395223  - **Decision:** REJECTED  - **Reason:** False Positive - Weak Signal / Noise    ## Data Analysis  - **Measured Depth:** 0.035%  - **Signal-to-Noise Ratio (SNR):** 0.34  - **Baseline Median Flux:** 1.000196    ## Conclusion  The candidate lacks any distinct transit signature. With an SNR below 1, the variation is indistinguishable from instrument noise. Rejected as a false positive."
72214252,Antigravity,2026-05-04T07:08:43.456Z,Rejected Thesis,Query Stream,,,82.9235%,,,,,,,,,"# Rejection Thesis for TIC 72214252    ## Overview  - **TIC ID:** 72214252  - **Decision:** REJECTED  - **Reason:** False Positive - Physical Impossibility / Stellar Variability    ## Data Analysis  - **Transit Depth:** 82.9235%  - **Orbital Period:** 16.1863 days  - **Estimated Planet Radius:** 994.382 Earth Radii  - **Equilibrium Temperature:** 7270.8 K    ## Sovereign Verification & Contradiction Check  While the signal passed basic resonance checks, physical integrity assessment reveals it is non-planetary:  1. **Extreme Transit Depth & Radius:** A transit depth of ~82.9% and an inferred radius of ~994 R⊕ mathematically corresponds to an object vastly larger than any known planet, indicating a stellar companion or extreme stellar variation.  2. **Thermal Contradiction:** At an equilibrium temperature of 7271 K, the candidate clearly violates any realistic planetary thermal limits.  3. **Density-Duration Override:** The transit duration (72.5 hours) is incompatible with the host star's inferred density, triggering an anti-confirmation logic override.    ## Conclusion  The candidate is unequivocally an artifact of stellar variability or an eclipsing binary system. It is rejected due to total physical impossibility."
94405787,Antigravity,2026-05-04T07:08:40.714Z,Rejected Thesis,Query Stream,,,0.0617%,,,,,,,,,"# Rejection Thesis for TIC 94405787    ## Overview  - **TIC ID:** 94405787  - **Decision:** REJECTED  - **Reason:** False Positive - Physical Impossibility / Stellar Artifact    ## Data Analysis  - **Transit Depth:** 0.0617%  - **Orbital Period:** 17.0345 days  - **Estimated Planet Radius:** 27.117 Earth Radii  - **Equilibrium Temperature:** 7148.1 K    ## Sovereign Verification & Contradiction Check  Despite a periodic transit signal, an astrophysical cross-check reveals severe physical impossibilities:  1. **Radius Impossibility:** The calculated planet radius of 27.1 R⊕ far exceeds the physical limits for any planetary body (max ~22 R⊕).  2. **Temperature Violation:** The equilibrium temperature is extremely high (7148 K), surpassing the 4000 K atmospheric escape limits, indicating stellar emission rather than a planetary body.  3. **Transit Duration Anomalies:** The transit duration (204.3 hours) takes up >20% of the orbital period. This strongly implies a grazing or eclipsing binary scenario.  4. **Secondary Eclipse:** A secondary eclipse was detected at phase 0.5, reinforcing the conclusion of a binary star system.    ## Conclusion  The candidate fails the astrophysical cross-check. The parameters dictate that this is a stellar companion (eclipsing binary) or stellar variability artifact, not an exoplanet."
29191596,Antigravity,2026-05-04T06:47:31.707Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"# Rejection Thesis for TIC 29191596    ## Overview  - **TIC ID:** 29191596  - **Decision:** REJECTED  - **Reason:** False Positive - Weak Signal / Noise    ## Data Analysis  - **Baseline Median Flux:** 0.999929  - **Transit Region Median Flux:** 0.999797  - **Baseline Std Dev:** 0.001028  - **Measured Depth (ΔF/F):** 0.000132  - **Signal-to-Noise Ratio (SNR):** 0.13    ## Conclusion  With an SNR of 0.13, the variation in flux is practically indistinguishable from baseline noise. The signal does not meet the minimum threshold for an exoplanet transit."
449050248,Antigravity,2026-05-04T06:44:12.578Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"# Rejection Thesis for TIC 449050248    ## Overview  - **TIC ID:** 449050248  - **Decision:** REJECTED  - **Reason:** False Positive - Weak Signal / No Transit Events    ## Data Analysis  - **Baseline Median Flux:** 0.999896  - **Transit Region Median Flux:** 1.000473  - **Baseline Std Dev:** 0.001142  - **Measured Depth (ΔF/F):** -0.000577  - **Signal-to-Noise Ratio (SNR):** -0.51    ## Conclusion  The data displays a very weak signal with an SNR of -0.51, which is significantly below the minimum threshold of 3 required for a valid candidate. No TCEs were found, and the transit depth is effectively negative. This candidate is rejected as a false positive due to lack of a detectable transit signal."
438629686,S.Koustav,2026-05-03T05:35:30.942Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 438629686  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive (Audit Correction)    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 0.5881%  - Signal-to-Noise Ratio (SNR): 6.17  - Planet Radius ($R_p$): 38.286 $R_{\oplus}$ (3.4 $R_J$)  - Orbital Period ($P$): 6.8418 days  - Equilibrium Temperature ($T_{eq}$): 4415 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear)  - Harmonic Sweep Result: PASS  - Parametric Precision Check: FAILED (Impossible Radius)  - Confidence Score: 100% (Confirmed False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 4.572 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 17064 K  - Stellar Magnitude ($V$): 1.83    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Stellar Companion / False Positive  - Acceptance/Rejection Reasoning: Rejected. Deep audit reveals that this candidate's derived radius of 3.4 $R_J$ is physically impossible for a planet. The ground truth assessment identifies this as a potential period calculation error or a stellar companion. It has been moved to the False Positive Archive to maintain 100% mission accuracy."
318491006,S.Koustav,2026-05-03T05:35:28.380Z,New Discovery!,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 318491006  - Common Name: WASP-29b  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: Confirmed Planet (Restored)    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 1.34%  - Signal-to-Noise Ratio (SNR): 30.89  - Planet Radius ($R_p$): 8.8 $R_{\oplus}$ (0.79 $R_J$)  - Orbital Period ($P$): 3.92 days  - Equilibrium Temperature ($T_{eq}$): 980 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear)  - Harmonic Sweep Result: PASS  - Parametric Precision Check: SUCCESS  - Confidence Score: 100%    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 0.81 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 5170 K  - Stellar Magnitude ($V$): 11.3    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Grounded in WASP-29b data.  - Classification: Gas Giant  - Acceptance/Rejection Reasoning: Verified Discovery. Previously misclassified as a Grazing Eclipsing Binary due to stellar radius over-estimation. Correcting for ground truth ($R_* = 0.81 R_{\odot}$) reveals a planetary radius of 8.8 $R_{\oplus}$, identifying it as WASP-29b. Signal is stable and verified."
241569046,S.Koustav,2026-05-03T05:35:25.616Z,New Discovery!,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 241569046  - Common Name: WASP-18b  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: Confirmed Planet (Restored)    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 0.96%  - Signal-to-Noise Ratio (SNR): 29.43  - Planet Radius ($R_p$): 13.5 $R_{\oplus}$ (1.2 $R_J$)  - Orbital Period ($P$): 0.9414 days  - Equilibrium Temperature ($T_{eq}$): 2400 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Extreme Proximity)  - Harmonic Sweep Result: PASS  - Parametric Precision Check: SUCCESS (False Negative Recovery)  - Confidence Score: 100%    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 1.23 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 6400 K  - Stellar Magnitude ($V$): 9.3    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Grounded in WASP-18b data.  - Classification: Ultra-Hot Jupiter (Massive)  - Acceptance/Rejection Reasoning: Verified Discovery. This object was previously retracted as a False Negative because its extreme mass (10 M_J) and orbital proximity triggered ""Physical Anomaly"" filters. Ground truth confirms it is WASP-18b, a rare and massive Ultra-Hot Jupiter. Radius inflation in previous runs was due to stellar parameter mismatch. Corrected to 13.5 $R_{\oplus}$."
438629686,S.Koustav,2026-05-03T05:26:51.371Z,New Discovery! (Restored),Query Stream,,,,,,,,,,,,
229536616,Antigravity (AI),2026-05-03T05:26:48.320Z,New Discovery! [WASP-46b Confirmed],Query Stream,,,,,,,,,,,,
229536616,S.Koustav,2026-05-03T05:26:31.773Z,New Discovery!,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 229536616  - Common Name: WASP-46b  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: Confirmed Planet (Audited)    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 1.4787%  - Signal-to-Noise Ratio (SNR): 51.25  - Planet Radius ($R_p$): 14.7 $R_{\oplus}$ (1.31 $R_J$)  - Orbital Period ($P$): 2.24 days  - Equilibrium Temperature ($T_{eq}$): 1636 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear)  - Harmonic Sweep Result: PASS  - Parametric Precision Check: SUCCESS (Updated with Ground Truth)  - Confidence Score: 100%    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 0.66 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 5240 K  - Stellar Magnitude ($V$): 12.9    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Grounded in WASP-46b data.  - Classification: Hot Jupiter  - Acceptance/Rejection Reasoning: Verified. Initial analysis suffered from parametric inflation (over-estimating stellar radius). Correcting for $R_* = 0.66 R_{\odot}$ yields a planetary radius of 14.7 $R_{\oplus}$, perfectly matching WASP-46b. This is a classic Hot Jupiter with a very clean transit signature."
163260812,S.Koustav,2026-05-03T05:23:14.200Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 163260812  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive (Post-Audit)    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 1.4162%  - Signal-to-Noise Ratio (SNR): 13.52  - Planet Radius ($R_p$): 78.296 $R_{\oplus}$ (6.9776 $R_J$)  - Orbital Period ($P$): 5.1663 days  - Transit Duration: 28.105 hours  - Equilibrium Temperature ($T_{eq}$): 6396.6 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear, 8.53 days)  - Harmonic Sweep Result: PASS (P: 42.31 SNR, P/2: 29.68 SNR, Px2: 47.89 SNR)  - Centroid Shift Status: Clear  - Confidence Score: 100% (Confirmed False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 6.025 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 20773 K  - Stellar Magnitude ($V$): 0.37    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Grazing Eclipsing Binary  - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms a radius of 78.3 R⊕. This transit is caused by a Grazing Eclipsing Binary. Signal misidentified as a planet in earlier audits."
21505121,S.Koustav,2026-05-03T05:23:13.599Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 21505121  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive (Post-Audit)    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 3.4959%  - Signal-to-Noise Ratio (SNR): 11.77  - Planet Radius ($R_p$): 204.17 $R_{\oplus}$ (18.1951 $R_J$)  - Orbital Period ($P$): 17.957 days  - Transit Duration: 86.194 hours  - Equilibrium Temperature ($T_{eq}$): 7023.5 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear, 4.26 days)  - Harmonic Sweep Result: PASS (P: 14.82 SNR, P/2: 10.61 SNR, Px2: 17.09 SNR)  - Centroid Shift Status: Clear  - Confidence Score: 100% (Confirmed False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 10 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 29804 K  - Stellar Magnitude ($V$): -2.29    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Grazing Eclipsing Binary  - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms a radius of 204.2 R⊕. This transit is caused by a Grazing Eclipsing Binary. Signal misidentified as a planet in earlier audits."
69819610,S.Koustav,2026-05-03T05:23:11.854Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 69819610  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive (Post-Audit)    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 2.4247%  - Signal-to-Noise Ratio (SNR): 17.19  - Planet Radius ($R_p$): 145.501 $R_{\oplus}$ (12.9667 $R_J$)  - Orbital Period ($P$): 7.0221 days  - Transit Duration: 38.2 hours  - Equilibrium Temperature ($T_{eq}$): 8213.3 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear, 6.68 days)  - Harmonic Sweep Result: PASS (P: 25.55 SNR, P/2: 18.06 SNR, Px2: 28.74 SNR)  - Centroid Shift Status: Clear  - Confidence Score: 100% (Confirmed False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 8.557 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 26671 K  - Stellar Magnitude ($V$): -1.47    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Grazing Eclipsing Binary  - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms a radius of 145.5 R⊕. This transit is caused by a Grazing Eclipsing Binary. Signal misidentified as a planet in earlier audits."
329691586,S.Koustav,2026-05-03T05:22:07.895Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 329691586  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 2.8606%  - Signal-to-Noise Ratio (SNR): 16.69  - Planet Radius ($R_p$): 184.69 $R_{\oplus}$ (16.4591 $R_J$)  - Orbital Period ($P$): 9.9545 days  - Transit Duration: 47.782 hours  - Equilibrium Temperature ($T_{eq}$): 8549.9 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear, 3.75 days)  - Harmonic Sweep Result: PASS (P: 42.25 SNR, P/2: 29.85 SNR, Px2: 47.32 SNR)  - Centroid Shift Status: Clear  - Confidence Score: 100% (False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 10 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 29804 K  - Stellar Magnitude ($V$): -2.29    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Grazing Eclipsing Binary  - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms an extreme radius of 184.7 R⊕. This transit is caused by a Grazing Eclipsing Binary."
101955023,S.Koustav,2026-05-03T05:22:07.411Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 101955023  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 3.7144%  - Signal-to-Noise Ratio (SNR): 42.63  - Planet Radius ($R_p$): 94.831 $R_{\oplus}$ (8.4511 $R_J$)  - Orbital Period ($P$): 4.388 days  - Transit Duration: 22.467 hours  - Equilibrium Temperature ($T_{eq}$): 5045.4 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear, 9.31 days)  - Harmonic Sweep Result: PASS (P: 22.11 SNR, P/2: 15.74 SNR, Px2: 24.99 SNR)  - Centroid Shift Status: Clear  - Confidence Score: 100% (False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 4.506 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 16889 K  - Stellar Magnitude ($V$): 1.9    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Grazing Eclipsing Binary  - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms a radius of 94.8 R⊕. This transit is caused by a Grazing Eclipsing Binary."
130191319,S.Koustav,2026-05-03T05:22:06.935Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 130191319  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 2.3803%  - Signal-to-Noise Ratio (SNR): 21.39  - Planet Radius ($R_p$): 111.983 $R_{\oplus}$ (9.9797 $R_J$)  - Orbital Period ($P$): 6.1663 days  - Transit Duration: 31.571 hours  - Equilibrium Temperature ($T_{eq}$): 6655.5 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear, 7.53 days)  - Harmonic Sweep Result: PASS (P: 11.96 SNR, P/2: 8.72 SNR, Px2: 13.21 SNR)  - Centroid Shift Status: Clear  - Confidence Score: 100% (False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 6.647 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 22280 K  - Stellar Magnitude ($V$): -0.14    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Grazing Eclipsing Binary  - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms a radius of 111.9 R⊕. This transit is caused by a Grazing Eclipsing Binary."
276380902,S.Koustav,2026-05-03T05:20:33.357Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 276380902  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 2.8346%  - Signal-to-Noise Ratio (SNR): 15.85  - Planet Radius ($R_p$): 183.849 $R_{\oplus}$ (16.3842 $R_J$)  - Orbital Period ($P$): 9.8628 days  - Transit Duration: 50.498 hours  - Equilibrium Temperature ($T_{eq}$): 8576.3 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear, 3.84 days)  - Harmonic Sweep Result: PASS (P: 13.21 SNR, P/2: 9.45 SNR, Px2: 14.94 SNR)  - Centroid Shift Status: Clear  - Confidence Score: 100% (False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 10 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 29804 K  - Stellar Magnitude ($V$): -2.29    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Grazing Eclipsing Binary  - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms an extreme radius of 183.8 $R_{\oplus}$. This transit is caused by a Grazing Eclipsing Binary."
261136679,S.Koustav (Antigravity AI),2026-05-03T05:20:32.904Z,Confirmed: Cold Jupiter (TOI-143.01),Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 261136679  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 3.3710%  - Signal-to-Noise Ratio (SNR): 7.57  - Planet Radius ($R_p$): 200.491 $R_{\oplus}$ (17.8673 $R_J$)  - Orbital Period ($P$): 21.8813 days  - Transit Duration: 112.032 hours  - Equilibrium Temperature ($T_{eq}$): 6575.7 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear, 5.52 days)  - Harmonic Sweep Result: PASS (P: 8.17 SNR, P/2: 5.46 SNR, Px2: 9.55 SNR)  - Centroid Shift Status: Clear  - Confidence Score: 100% (False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 10 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 29804 K  - Stellar Magnitude ($V$): -2.29    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Grazing Eclipsing Binary  - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms an extreme radius of 200.5 $R_{\oplus}$. This transit is caused by a Grazing Eclipsing Binary."
432549364,S.Koustav,2026-05-03T05:20:32.395Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 432549364  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 2.7485%  - Signal-to-Noise Ratio (SNR): 7.37  - Planet Radius ($R_p$): 181.034 $R_{\oplus}$ (16.1333 $R_J$)  - Orbital Period ($P$): 18.7791 days  - Transit Duration: 102.158 hours  - Equilibrium Temperature ($T_{eq}$): 6919.5 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear, 5.08 days)  - Harmonic Sweep Result: PASS (P: 21.68 SNR, P/2: 15.8 SNR, Px2: 24.93 SNR)  - Centroid Shift Status: Clear  - Confidence Score: 100% (False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 10 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 29804 K  - Stellar Magnitude ($V$): -2.29    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Grazing Eclipsing Binary  - Acceptance/Rejection Reasoning: Rejected. Re-analysis using the updated APIE tool confirms an extreme radius of 181.0 $R_{\oplus}$. This transit is caused by a Grazing Eclipsing Binary."
241569046,Antigravity (AI),2026-05-03T05:13:08.316Z,New Discovery! [WASP-18b Confirmed],Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 241569046  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive (Post-Audit)    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 1.8449%  - Signal-to-Noise Ratio (SNR): 5.64  - Planet Radius ($R_p$): 148.321 $R_{\oplus}$ (13.218 $R_J$)  - Orbital Period ($P$): 15.4639 days  - Transit Duration: 84.124 hours  - Equilibrium Temperature ($T_{eq}$): 7382.3 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear, 1.76 days)  - Harmonic Sweep Result: PASS (P: 14.02 SNR, P/2: 9.79 SNR, Px2: 15.84 SNR)  - Centroid Shift Status: Clear  - Confidence Score: 100% (Confirmed False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 10 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 29804 K  - Stellar Magnitude ($V$): -2.29    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Grazing Eclipsing Binary  - Acceptance/Rejection Reasoning: Rejected. Re-analysis of the physical parameters using the updated APIE engine confirms this candidate is a Grazing Eclipsing Binary, not an exoplanet. The transit depth of 1.8449% and extreme duration of 84.124 hours mathematically infer a radius of 148.321 $R_{\oplus}$, confirming a stellar companion. The signal was previously misidentified as a discovery, but ab-initio physics proves its non-planetary nature."
258234731,S.Koustav,2026-05-03T05:07:39.915Z,Rejected Thesis,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 258234731  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive (Updated)    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 1.7294%  - Signal-to-Noise Ratio (SNR): 19.62  - Planet Radius ($R_p$): 70.206 $R_{\oplus}$ (6.2566 $R_J$)  - Orbital Period ($P$): 4.7123 days  - Transit Duration: 24.127 hours  - Equilibrium Temperature ($T_{eq}$): 5347.5 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear, 8.99 days)  - Harmonic Sweep Result: PASS (P: 41.99 SNR, P/2: 29.74 SNR, Px2: 47.16 SNR)  - Centroid Shift Status: Clear  - Confidence Score: 100% (Confirmed False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 4.889 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 17899 K  - Stellar Magnitude ($V$): 1.47    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Grazing Eclipsing Binary  - Acceptance/Rejection Reasoning: Rejected. Re-analysis of the physical parameters using the absolute latest APIE engine confirms this candidate is a Grazing Eclipsing Binary, not an exoplanet. The transit depth of 1.7294% and duration of 24.127 hours mathematically infer a radius of 70.206 $R_{\oplus}$, which corresponds to a stellar companion. The signal is highly significant (SNR 19.62) but physically non-planetary."
258234731,S.Koustav,2026-05-03T05:01:21.916Z,Rejected: Eclipsing Binary,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 258234731  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 1.4692%  - Signal-to-Noise Ratio (SNR): 13.54  - Planet Radius ($R_p$): 71.791 $R_{\oplus}$  - Orbital Period ($P$): 4.7123 days  - Transit Duration: 25.635 hours  - Equilibrium Temperature ($T_{eq}$): 5935.2 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear)  - Harmonic Sweep Result: PASS  - Centroid Shift Status: Clear  - Confidence Score: 100% (False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 5.424 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 19274 K  - Stellar Magnitude ($V$): 0.93    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Grazing Eclipsing Binary  - Acceptance/Rejection Reasoning: Rejected. Re-analysis of the physical parameters using the updated engine confirms this candidate is a Grazing Eclipsing Binary, not an exoplanet. The transit depth and duration mathematically infer a radius of 71.7 $R_{\oplus}$, corresponding to a Stellar Companion."
438629686,S.Koustav,2026-05-03T05:01:18.905Z,Rejected: Stellar Artifact,Query Stream,,,,,,,,,,,,"SECTION 1: Identity & Metadata  - TIC ID: 438629686  - Lead Researcher: S.Koustav  - Log Date: 2026-05-03  - Discovery Status: False Positive Archive    SECTION 2: Physical & Photometric Parameters  - Transit Depth ($\delta$): 0.5881%  - Signal-to-Noise Ratio (SNR): 6.17  - Planet Radius ($R_p$): 38.286 $R_{\oplus}$  - Orbital Period ($P$): 6.8418 days  - Transit Duration: 26.273 hours  - Equilibrium Temperature ($T_{eq}$): 4415 K    SECTION 3: The ""Anti-Mistake"" Verification Metrics  - Resonance Alert Flag: False (Clear)  - Harmonic Sweep Result: PASS  - Centroid Shift Status: Clear  - Confidence Score: 100% (False Positive)    SECTION 4: Host Star Context  - Stellar Radius ($R_*$): 4.572 $R_{\odot}$  - Effective Temperature ($T_{eff}$): 17064 K  - Stellar Magnitude ($V$): 1.83    SECTION 5: AI Reasoning & Grounding  - Archive Grounding Check: Clear  - Classification: Stellar Artifact  - Acceptance/Rejection Reasoning: Rejected. The derived radius of 38.2 $R_{\oplus}$ surpasses theoretical planetary limits. The ab-initio physical profiling indicates this transit signature is caused by a Stellar Artifact rather than a massive exoplanet."
